"cluster_id","kind","mode","n_studies","agent_id_resolved","canonical_name","n_members","n_members_resolved","n_named_diseases","n_named_compounds","n_distinct_ids","distinct_id_sample","is_minestrone"
"group_L0_00aebbde","disease_vs_normal","group",2,"UNK",NA,75,75,2,0,2,"STR:gbm_iv|STR:gbm_tumor_tissue",TRUE
"group_L0_00b99ac7","disease_vs_normal","group",2,"UNK",NA,4,4,2,0,2,"MeSH:D010051|STR:ev_skov3",TRUE
"group_L0_0175e27c","disease_vs_normal","group",2,"UNK",NA,16,16,2,0,2,"STR:nontumor|STR:paracancerous_liver",TRUE
"group_L0_01b21b66","small_molecule","group",3,"UNK",NA,6,6,0,1,1,"STR:art_naive",FALSE
"group_L0_01ff7155","disease_vs_normal","group",2,"UNK",NA,11,11,0,0,0,"",FALSE
"group_L0_02b23ff1","small_molecule","group",2,"UNK",NA,13,13,0,1,1,"STR:s217879",FALSE
"group_L0_032f5f53","small_molecule","group",2,"CHEBI:42068","idarubicin",18,18,0,0,0,"",FALSE
"group_L0_034a1ad5","pathogen_or_aggregate_exposure","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_0360c625","small_molecule","group",2,"UNK",NA,10,10,0,1,1,"STR:immunosuppressive_therapy",FALSE
"group_L0_036bccb9","disease_vs_normal","group",4,"UNK",NA,170,170,2,0,2,"MeSH:D003424|STR:chrohn_s_disease",TRUE
"group_L0_03830837","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L0_03989165","disease_vs_normal","group",2,"UNK",NA,16,16,0,0,0,"",FALSE
"group_L0_03a22c7a","small_molecule","group",2,"CHEBI:45783","imatinib",28,28,0,0,0,"",FALSE
"group_L0_03a4c25d","disease_vs_normal","group",4,"UNK",NA,16,16,4,0,4,"STR:adult_mixed_phenotype_acute_leukemia|STR:aml|STR:aml_m2|STR:cmml",TRUE
"group_L0_041593e6","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_042f26b2","disease_vs_normal","group",2,"UNK",NA,16,16,2,0,2,"STR:crohn_s_disease_cd_or_ulcerative_colitis_uc|STR:ibd",TRUE
"group_L0_044760be","disease_vs_normal","group",2,"UNK",NA,66,66,1,0,1,"STR:endometrioid_endometrial_cancer",FALSE
"group_L0_048bc5b1","small_molecule","group",2,"UNK",NA,3,3,0,1,1,"STR:almonertinib",FALSE
"group_L0_049f6242","disease_vs_normal","group",3,"UNK",NA,76,76,2,0,2,"MeSH:D006519|STR:alcohol_related_cirrhosis",TRUE
"group_L0_04a0706b","small_molecule","group",7,"UNK",NA,10,10,0,2,2,"CHEBI:16480|STR:k7174",TRUE
"group_L0_04ccbc2d","small_molecule","group",2,"CHEBI:50284","lavandulyl diphosphate",2,2,0,0,0,"",FALSE
"group_L0_0504bd0f","disease_vs_normal","group",2,"UNK",NA,17,17,2,0,2,"STR:adenocarcinoma|STR:non_small_cell_lung_cancer_nsclc",TRUE
"group_L0_051eb351","small_molecule","group",3,"CHEBI:85993","palbociclib",6,6,0,2,2,"CHEBI:85993|STR:palbocicilib_indisulam",TRUE
"group_L0_052fa86c","small_molecule","group",2,"UNK",NA,4,4,0,2,2,"STR:phi29_dna_ploymerance_i_extension_enzyme|STR:vpa_aso1",TRUE
"group_L0_05d3ab45","disease_vs_normal","group",2,"UNK",NA,11,11,3,0,3,"STR:cd44high|STR:cd44low|STR:vehicle_dmso",TRUE
"group_L0_05dac795","disease_vs_normal","group",2,"UNK",NA,1,1,1,0,1,"STR:nasopharyngeal_carcinoma_biopsy",FALSE
"group_L0_074fcbae","disease_vs_normal","group",2,"UNK",NA,5,5,2,0,2,"STR:myxofibrosarcoma|STR:patient_with_severe_pre_eclampsia",TRUE
"group_L0_08dc7d81","small_molecule","group",2,"UNK",NA,5,5,0,1,1,"STR:drug_treated",FALSE
"group_L0_09015fc7","disease_vs_normal","group",10,"MeSH:D001943","Breast Neoplasms",19,19,2,0,2,"STR:breast_cancer_cells|STR:human_breast_cancer_cells",TRUE
"group_L0_0a402512","disease_vs_normal","group",2,"UNK",NA,5,5,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L0_0a6aaa81","disease_vs_normal","group",3,"UNK",NA,84,84,1,0,1,"MeSH:D015470",FALSE
"group_L0_0a855b51","disease_vs_normal","group",2,"UNK",NA,18,18,1,0,1,"MeSH:D011471",FALSE
"group_L0_0b02926f","small_molecule","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_0b36e866","disease_vs_normal","group",2,"UNK",NA,9,9,1,0,1,"STR:osteosarcoma",FALSE
"group_L0_0b493c89","disease_vs_normal","group",2,"UNK",NA,2,2,1,0,1,"MeSH:D044584",FALSE
"group_L0_0b560a9a","disease_vs_normal","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_0be4d7eb","small_molecule","group",2,"CHEBI:5091","flecainide acetate",14,14,0,0,0,"",FALSE
"group_L0_0c316b6d","disease_vs_normal","group",4,"UNK",NA,7,7,2,0,2,"MeSH:D011471|STR:prostate_tumor",TRUE
"group_L0_0c31e3bb","disease_vs_normal","group",2,"UNK",NA,4,4,1,0,1,"STR:r1ad1_human_prostate_tumor_cell_line",FALSE
"group_L0_0c44d4e6","disease_vs_normal","group",2,"UNK",NA,6,6,2,0,2,"MeSH:D001254|STR:glioblastoma",TRUE
"group_L0_0c9ae6eb","disease_vs_normal","group",3,"UNK",NA,96,96,6,0,6,"MeSH:D013274|STR:diffuse|STR:intestinal|STR:intestinal_type|STR:mixed",TRUE
"group_L0_0ccefebc","small_molecule","group",2,"UNK",NA,9,9,0,2,2,"STR:bpn_15477_treated|STR:sag_treated",TRUE
"group_L0_0cd68565","small_molecule","group",2,"CHEBI:2549","albuterol",14,14,0,1,1,"CHEBI:2549",FALSE
"group_L0_0dca8284","disease_vs_normal","group",2,"UNK",NA,4,4,2,0,2,"MeSH:D000077192|STR:h3122_lung_cancer_cell_line",TRUE
"group_L0_0e842031","disease_vs_normal","group",7,"UNK",NA,18,18,3,0,3,"STR:panc_1_human_pancreatic_cancer_cell_line|STR:pancreas_cancer_derived_cell_line|STR:pancreatic_cancer_cell",TRUE
"group_L0_0e8ad7c3","disease_vs_normal","group",2,"UNK",NA,21,21,2,0,2,"MeSH:D010051|STR:ovarian_clear_cell_carcinoma_with_concurrent_endometriosis",TRUE
"group_L0_0fe4f43a","disease_vs_normal","group",2,"UNK",NA,16,16,2,0,2,"STR:patient_with_untreated_lesional_psoriasis|STR:psoriasis_patient_treated_with_ustekinumab",TRUE
"group_L0_10297be0","pathogen_or_aggregate_exposure","group",5,"UNK",NA,539,539,0,1,1,"STR:covid_positive",FALSE
"group_L0_104c985a","small_molecule","group",2,"UNK",NA,5,5,0,2,2,"CHEBI:15702|STR:pma_induction",TRUE
"group_L0_1075f742","disease_vs_normal","group",3,"UNK",NA,25,25,1,0,1,"STR:diseased",FALSE
"group_L0_111ee416","disease_vs_normal","group",2,"UNK",NA,100,100,1,0,1,"STR:primary_ovarian_tumor_tissue",FALSE
"group_L0_11ca7e57","disease_vs_normal","group",2,"UNK",NA,3,3,1,0,1,"STR:primary_colon_cancer_cell",FALSE
"group_L0_120ff440","disease_vs_normal","group",3,"UNK",NA,42,42,2,0,2,"MeSH:D015451|STR:primary_sjogren_s_syndrome",TRUE
"group_L0_1246e28e","disease_vs_normal","group",2,"UNK",NA,3,3,1,0,1,"STR:human_breast_cancer_cell",FALSE
"group_L0_1283f8b3","pathogen_or_aggregate_exposure","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_12c55f7f","disease_vs_normal","group",2,"UNK",NA,22,22,7,0,7,"MeSH:D003882|STR:ad|STR:ftd|STR:mdd|STR:ms",TRUE
"group_L0_12c5db35","disease_vs_normal","group",2,"UNK",NA,88,88,0,0,0,"",FALSE
"group_L0_12ea3ec0","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_1363b842","small_molecule","group",3,"UNK",NA,17,17,0,4,4,"CHEBI:28694|CHEBI:33348|CHEBI:33364|STR:nsi_treatment",TRUE
"group_L0_13c830c1","disease_vs_normal","group",2,"UNK",NA,18,18,1,0,1,"STR:pancreatic_ductal_adenocarcinoma",FALSE
"group_L0_13ea76ad","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_14081c38","disease_vs_normal","group",2,"UNK",NA,2,2,2,0,2,"MeSH:D001749|STR:bladder_cancer_cell",TRUE
"group_L0_14084fdc","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_147d2c4b","disease_vs_normal","group",25,"UNK",NA,445,445,12,0,12,"MeSH:D001172|STR:cf|STR:iris|STR:leprosy_progressor|STR:ltbi",TRUE
"group_L0_149751ee","disease_vs_normal","group",2,"UNK",NA,20,20,2,0,2,"MeSH:D013274|STR:patient_data",TRUE
"group_L0_14b8bf5b","pathogen_or_aggregate_exposure","group",2,"STR:hepatitis b virus","Hepatitis B virus",7,7,0,0,0,"",FALSE
"group_L0_14e5c60b","disease_vs_normal","group",3,"UNK",NA,6,6,1,0,1,"STR:human_triple_negative_breast_cancer",FALSE
"group_L0_15137e39","small_molecule","group",2,"CHEBI:50756","acridone",2,2,0,1,1,"CHEBI:50924",FALSE
"group_L0_156638b2","disease_vs_normal","group",2,"UNK",NA,2,2,2,0,2,"MeSH:D010190|STR:patient_derived_pdac",TRUE
"group_L0_1569ebd1","disease_vs_normal","group",2,"UNK",NA,4,4,1,0,1,"STR:breast_cancer_cell_line",FALSE
"group_L0_15c1cbad","small_molecule","group",2,"CHEBI:91435","linifanib",3,3,0,1,1,"CHEBI:91435",FALSE
"group_L0_15c53bf7","small_molecule","group",2,"UNK",NA,15,15,0,1,1,"STR:tnflt_treatment",FALSE
"group_L0_15e1435c","disease_vs_normal","group",10,"UNK",NA,14,14,4,0,4,"STR:hepatocellular_carcinoma_cell|STR:human_hepatocellular_carcinoma_cells|STR:liver_cancer_cells|STR:liver_carcinoma_cells",TRUE
"group_L0_168709a7","disease_vs_normal","group",2,"UNK",NA,5,5,1,0,1,"MeSH:D010190",FALSE
"group_L0_16b541ef","disease_vs_normal","group",4,"UNK",NA,123,123,3,0,3,"STR:diabetic|STR:lesional|STR:ssc_patient",TRUE
"group_L0_17233541","small_molecule","group",7,"UNK",NA,30,30,0,7,7,"CHEBI:16330|CHEBI:50113|STR:androgen_and_cpi455_treated|STR:androgen_and_enzalutamide|STR:androgen_and_imtppe",TRUE
"group_L0_172d39ef","small_molecule","group",2,"CHEBI:75597","dT<small><sub>8</sub></small>",10,10,0,0,0,"",FALSE
"group_L0_176ffe6d","disease_vs_normal","group",2,"UNK",NA,2,2,1,0,1,"STR:tnbc",FALSE
"group_L0_17790a71","disease_vs_normal","group",2,"UNK",NA,2,2,2,0,2,"MeSH:D010190|STR:patient_derived_pdac",TRUE
"group_L0_17ab12ba","pathogen_or_aggregate_exposure","group",2,"UNK",NA,103,103,0,0,0,"",FALSE
"group_L0_17c085f2","disease_vs_normal","group",6,"UNK",NA,13,13,2,0,2,"MeSH:D001943|MeSH:D064726",TRUE
"group_L0_18b0dca5","disease_vs_normal","group",2,"UNK",NA,30,30,2,0,2,"STR:liver|STR:tumor_totalrna",TRUE
"group_L0_18cb4075","disease_vs_normal","group",2,"UNK",NA,5,5,1,0,1,"MeSH:D011471",FALSE
"group_L0_1950749d","disease_vs_normal","group",9,"UNK",NA,207,207,7,0,7,"MeSH:D006863|MeSH:D008175|STR:fd|STR:idiopathic_pulmonary_fibrosis|STR:ipf",TRUE
"group_L0_19b88272","disease_vs_normal","group",2,"UNK",NA,6,6,2,0,2,"STR:brm|STR:lung_cancer_cell_line",TRUE
"group_L0_19bbf4c8","small_molecule","group",2,"CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",4,4,0,3,3,"CHEBI:39112|CHEBI:90217|STR:cobimetinib_gdc_0973",TRUE
"group_L0_1a9b840d","disease_vs_normal","group",2,"UNK",NA,10,10,1,0,1,"MeSH:D009369",FALSE
"group_L0_1aa47912","disease_vs_normal","group",11,"UNK",NA,162,162,8,0,8,"MeSH:D003424|MeSH:D015179|STR:cd|STR:crohn_s_disease|STR:mucinous_cancer",TRUE
"group_L0_1ab5e10c","disease_vs_normal","group",6,"UNK",NA,260,260,3,0,3,"STR:sepsis|STR:uc|STR:zcchc8",TRUE
"group_L0_1b12c7ff","small_molecule","group",2,"UNK",NA,4,4,0,1,1,"STR:mbp",FALSE
"group_L0_1b3b403c","small_molecule","group",2,"UNK",NA,3,3,0,2,2,"CHEBI:16830|STR:tetra_pt_bpy_treated",TRUE
"group_L0_1b5c5b9b","disease_vs_normal","group",3,"UNK",NA,13,13,1,0,1,"STR:adult_onset_still_s_disease_aosd",FALSE
"group_L0_1b68ab56","disease_vs_normal","group",2,"UNK",NA,2,2,1,0,1,"STR:cf",FALSE
"group_L0_1b750cd4","small_molecule","group",3,"UNK",NA,5,5,0,2,2,"CHEBI:231342|STR:azd6738_ir",TRUE
"group_L0_1bf0bc81","disease_vs_normal","group",2,"UNK",NA,2,2,1,0,1,"STR:colon_cancer_organoids",FALSE
"group_L0_1c2d1cdc","disease_vs_normal","group",4,"UNK",NA,24,24,1,0,1,"STR:breast_cancer_cell_line",FALSE
"group_L0_1c493fc3","disease_vs_normal","group",2,"UNK",NA,6,6,1,0,1,"MeSH:D064726",FALSE
"group_L0_1c72fc74","disease_vs_normal","group",4,"UNK",NA,327,327,2,0,2,"STR:multiple_sclerosis|STR:noncancer",TRUE
"group_L0_1c921f8c","disease_vs_normal","group",2,"UNK",NA,9,9,1,0,1,"STR:human_sclc",FALSE
"group_L0_1d2cace4","disease_vs_normal","group",2,"UNK",NA,3,3,1,0,1,"STR:prostate_tumor",FALSE
"group_L0_1d53c938","disease_vs_normal","group",2,"UNK",NA,4,4,2,0,2,"STR:asthmatic_patients|STR:sle_without_ln",TRUE
"group_L0_1d81f832","disease_vs_normal","group",2,"UNK",NA,4,4,1,0,1,"STR:high_grade_serous_ovarian_cancer",FALSE
"group_L0_1d954ca5","disease_vs_normal","group",6,"UNK",NA,1976,1976,36,0,36,"MeSH:D000789|MeSH:D001943|MeSH:D002292|MeSH:D004938|MeSH:D006258",TRUE
"group_L0_1db46f09","pathogen_or_aggregate_exposure","group",2,"STR:tuberculosis","Tuberculosis",42,42,0,0,0,"",FALSE
"group_L0_1e02889f","disease_vs_normal","group",2,"UNK",NA,3,3,1,0,1,"STR:relative_hc",FALSE
"group_L0_1e633467","disease_vs_normal","group",3,"UNK",NA,5,5,2,0,2,"MeSH:D010190|STR:pancreatic_cancer_cell_lines",TRUE
"group_L0_1f308967","disease_vs_normal","group",4,"UNK",NA,195,195,7,0,7,"MeSH:D006521|STR:advanced_hcc|STR:biliary_atresia|STR:dysplastic_nodule|STR:early_hcc",TRUE
"group_L0_1f63eefc","small_molecule","group",2,"CHEBI:8378","prednisolone",10,10,0,0,0,"",FALSE
"group_L0_1fdc20a7","disease_vs_normal","group",2,"UNK",NA,9,9,2,0,2,"STR:pcos_myotubes|STR:pcos_noeps_null",TRUE
"group_L0_1fe1a533","pathogen_or_aggregate_exposure","group",2,"MeSH:D061986","MCF-7 Cells",11,11,0,1,1,"STR:stimulated_16_hours_with_mcf7_tumors",FALSE
"group_L0_206d38e0","pathogen_or_aggregate_exposure","group",3,"UNK",NA,172,172,0,0,0,"",FALSE
"group_L0_207bddbd","disease_vs_normal","group",2,"UNK",NA,86,86,0,0,0,"",FALSE
"group_L0_2081fa84","disease_vs_normal","group",5,"UNK",NA,177,177,7,0,7,"STR:als|STR:fshd|STR:myositis_as|STR:myositis_dm|STR:myositis_ibm",TRUE
"group_L0_20bc9277","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_2103c328","disease_vs_normal","group",5,"UNK",NA,12,12,4,0,4,"MeSH:D010051|STR:ovarian_adenocarcinoma|STR:ovarian_cancer_cells|STR:skov3_ovarian_cancer_cell_line",TRUE
"group_L0_213467ee","small_molecule","group",2,"CHEBI:134210","(<i>R</i>)-laudanosine(1+)",4,4,0,3,3,"CHEBI:135945|CHEBI:90531|STR:icotinib",TRUE
"group_L0_21474db4","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_2196544e","pathogen_or_aggregate_exposure","group",5,"UNK",NA,47,47,0,0,0,"",FALSE
"group_L0_21f92fc8","disease_vs_normal","group",2,"UNK",NA,5,5,1,0,1,"STR:t24_bladder_cancer_cell_line",FALSE
"group_L0_220e25a2","pathogen_or_aggregate_exposure","group",2,"STR:malaria","Malaria",74,74,0,0,0,"",FALSE
"group_L0_225eb192","pathogen_or_aggregate_exposure","group",2,"UNK",NA,12,12,0,4,4,"STR:hcov_nl63_infected|STR:sars_cov_2_alpha_variant_infected|STR:sars_cov_2_beta_variant_infected|STR:sars_cov_2_delta_variant_infected",TRUE
"group_L0_226b2d2b","small_molecule","group",2,"UNK",NA,4,4,0,1,1,"STR:bio",FALSE
"group_L0_226ba3eb","small_molecule","group",2,"UNK",NA,4,4,0,2,2,"CHEBI:15971|STR:treated_with_ava_adr_001_for_24_h",TRUE
"group_L0_22b0684a","small_molecule","group",3,"MeSH:D011384","Proinsulin",80,80,0,0,0,"",FALSE
"group_L0_22f2a00f","disease_vs_normal","group",2,"UNK",NA,6,6,1,0,1,"STR:human_lung_cancer",FALSE
"group_L0_23023805","disease_vs_normal","group",3,"UNK",NA,45,45,2,0,2,"STR:melanoma|STR:mycosis_fungoides",TRUE
"group_L0_235a0005","small_molecule","group",3,"UNK",NA,9,9,0,4,4,"STR:anti_hsp60n_h2o2|STR:dex|STR:fmf_04_159_2|STR:sh5_54",TRUE
"group_L0_2395908f","disease_vs_normal","group",2,"UNK",NA,22,22,1,0,1,"STR:ms",FALSE
"group_L0_23c4b6bb","small_molecule","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_24688f4b","disease_vs_normal","group",3,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_2522e49b","small_molecule","group",2,"CHEBI:50756","acridone",2,2,0,1,1,"CHEBI:49603",FALSE
"group_L0_261ba622","small_molecule","group",3,"CHEBI:17120","hexanoate",6,6,0,1,1,"STR:lps_exposed_for_24_hours",FALSE
"group_L0_2627675e","disease_vs_normal","group",2,"UNK",NA,57,57,3,0,3,"STR:gbm|STR:primary|STR:recurrent",TRUE
"group_L0_2699678d","disease_vs_normal","group",2,"UNK",NA,29,29,0,0,0,"",FALSE
"group_L0_26b91397","small_molecule","group",2,"UNK",NA,12,12,0,3,3,"CHEBI:379896|STR:r1881_copa|STR:r1881_daro",TRUE
"group_L0_27dbc06f","disease_vs_normal","group",4,"UNK",NA,9,9,2,0,2,"STR:breast_cancer_cell_line|STR:bt_474_breast_cancer_cell_line",TRUE
"group_L0_28071f1d","disease_vs_normal","group",4,"MeSH:D011273","Pregnancy, Prolonged",11,11,3,0,3,"MeSH:D011471|STR:prostate_cancer_cell_lncap|STR:prostate_cancer_cells",TRUE
"group_L0_280dba82","small_molecule","group",2,"UNK",NA,5,5,0,1,1,"STR:e2_ifng_24h",FALSE
"group_L0_2842da59","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_2857834c","disease_vs_normal","group",3,"MeSH:D001943","Breast Neoplasms",5,5,0,0,0,"",FALSE
"group_L0_2861dbca","pathogen_or_aggregate_exposure","group",2,"UNK",NA,9,9,0,1,1,"STR:sars_cov_2",FALSE
"group_L0_286b7009","small_molecule","group",3,"UNK",NA,44,44,0,0,0,"",FALSE
"group_L0_28db4e13","small_molecule","group",2,"CHEBI:5070","flavanone",2,2,0,1,1,"CHEBI:49375",FALSE
"group_L0_28dfbaf5","pathogen_or_aggregate_exposure","group",2,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L0_29418e09","disease_vs_normal","group",2,"UNK",NA,31,31,1,0,1,"STR:osteoarthritis",FALSE
"group_L0_294c0fb3","disease_vs_normal","group",3,"UNK",NA,6,6,2,0,2,"STR:colorectal_adenocarcinoma|STR:human_colon_cancer_cells_sw480",TRUE
"group_L0_297d74c1","disease_vs_normal","group",2,"UNK",NA,21,21,1,0,1,"STR:non_tumor",FALSE
"group_L0_29bf658c","small_molecule","group",2,"UNK",NA,5,5,0,2,2,"CHEBI:124921|CHEBI:232613",TRUE
"group_L0_2a17fb46","small_molecule","group",2,"MeSH:D000988","Antispermatogenic Agents",9,9,0,0,0,"",FALSE
"group_L0_2a34d255","disease_vs_normal","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_2a789c43","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_2a8ef938","disease_vs_normal","group",3,"UNK",NA,343,343,1,0,1,"MeSH:D003424",FALSE
"group_L0_2b10e727","small_molecule","group",2,"CHEBI:5070","flavanone",2,2,0,1,1,"CHEBI:49668",FALSE
"group_L0_2bbf399e","disease_vs_normal","group",3,"UNK",NA,38,38,4,0,4,"STR:cd_active|STR:cd_inactive|STR:uc_active|STR:uc_inactive",TRUE
"group_L0_2bd5f155","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_2be61636","disease_vs_normal","group",2,"UNK",NA,6,6,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L0_2c3c0a72","small_molecule","group",2,"UNK",NA,56,56,0,0,0,"",FALSE
"group_L0_2cd9ee91","small_molecule","group",2,"UNK",NA,27,27,0,5,5,"STR:cells_grown_in_a_q_depleted_medium_for_18h_followed_by_cycloheximid_and_tryptolide_treatment_for_5_hours|STR:cells_grown_in_a_q_depleted_medium_for_18h_followed_by_tryptolide_treatment_for_5_hours|STR:mapk_inhibitors_followed_by_cycloheximid_and_tryptolide_treatment_for_5_hours|STR:mapk_inhibitors_followed_by_cycloheximid_treatment_for_5_hours|STR:mapk_inhibitors_followed_by_tryptolide_treatment_for_5_hours",TRUE
"group_L0_2d024f74","disease_vs_normal","group",2,"UNK",NA,31,31,0,0,0,"",FALSE
"group_L0_2d2597c8","disease_vs_normal","group",5,"MeSH:D006559","Pemphigoid Gestationis",6,6,0,0,0,"",FALSE
"group_L0_2d3773a5","pathogen_or_aggregate_exposure","group",2,"STR:tuberculosis","Tuberculosis",13,13,0,0,0,"",FALSE
"group_L0_2d451ea6","small_molecule","group",3,"UNK",NA,7,7,0,5,5,"CHEBI:230500|HGNC:GNL3|STR:l_lu_102|STR:thz1_cart|STR:thz1_ifngamma",TRUE
"group_L0_2d4881f3","disease_vs_normal","group",7,"UNK",NA,52,52,4,0,4,"MeSH:D047928|STR:early_onset_preeclampsia|STR:lupus|STR:placenta_accreta_spectrum_samples_pa",TRUE
"group_L0_2dbfcdd5","pathogen_or_aggregate_exposure","group",2,"STR:candidemia","Candidemia",2,2,0,0,0,"",FALSE
"group_L0_2dde7423","small_molecule","group",2,"UNK",NA,13,13,0,2,2,"STR:redact_co|STR:redact_tr",TRUE
"group_L0_2e8137cc","small_molecule","group",2,"CHEBI:27666","actinomycin D",2,2,0,2,2,"HGNC:IGF2BP2|HGNC:UPF1",TRUE
"group_L0_2f08e3d8","disease_vs_normal","group",2,"UNK",NA,5,5,1,0,1,"STR:idiopathic_pulmonary_fibrosis_ipf",FALSE
"group_L0_2fa4d948","disease_vs_normal","group",3,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_2fac05bc","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_2feedeb1","small_molecule","group",2,"CHEBI:72317","cabozantinib",2,2,0,1,1,"CHEBI:72317",FALSE
"group_L0_3038faec","disease_vs_normal","group",2,"UNK",NA,25,25,1,0,1,"STR:sezary_syndrome",FALSE
"group_L0_30587bb6","disease_vs_normal","group",5,"UNK",NA,9,9,2,0,2,"MeSH:D008175|STR:non_small_cell_lung_adenocarcinoma",TRUE
"group_L0_305baaff","disease_vs_normal","group",2,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L0_30698cd2","disease_vs_normal","group",2,"UNK",NA,3,3,1,0,1,"STR:neovascular",FALSE
"group_L0_30b6f9fd","small_molecule","group",2,"UNK",NA,6,6,0,2,2,"STR:osimertinib_resistance|STR:s100a9_inh",TRUE
"group_L0_30b977e5","small_molecule","group",2,"CHEBI:133920","<em>N</em>-hydroxy-PhIP",2,2,0,1,1,"STR:treated_for_48_hours_with_10_um_ag1478",FALSE
"group_L0_30ec67dc","disease_vs_normal","group",7,"UNK",NA,87,87,4,0,4,"STR:multi_vessel_coronary_artery_disease|STR:patients_with_osteoporosis_diagnosed|STR:schizophrenia|STR:t2d_case",TRUE
"group_L0_31459f51","disease_vs_normal","group",2,"UNK",NA,7,7,1,0,1,"MeSH:D054218",FALSE
"group_L0_31924f53","disease_vs_normal","group",4,"UNK",NA,87,87,2,0,2,"STR:hc|STR:without_osteoporosis",TRUE
"group_L0_31fffbec","disease_vs_normal","group",2,"UNK",NA,80,80,2,0,2,"STR:hfref|STR:nf",TRUE
"group_L0_3210af2d","small_molecule","group",4,"UNK",NA,13,13,0,7,7,"STR:apoevs_apoptosis_induced_by_staurosporine|STR:combination|STR:cqwin1_pm2_5|STR:cqwin2_pm2_5|STR:cqwin3_pm2_5",TRUE
"group_L0_32e6f695","disease_vs_normal","group",2,"UNK",NA,79,79,0,0,0,"",FALSE
"group_L0_33024ed4","disease_vs_normal","group",4,"UNK",NA,52,52,0,0,0,"",FALSE
"group_L0_33305129","disease_vs_normal","group",2,"UNK",NA,51,51,1,0,1,"STR:pbmc",FALSE
"group_L0_33bd50c4","small_molecule","group",3,"CHEBI:17120","hexanoate",3,3,0,0,0,"",FALSE
"group_L0_3420c8a1","disease_vs_normal","group",2,"UNK",NA,10,10,1,0,1,"STR:aml",FALSE
"group_L0_343386dd","disease_vs_normal","group",3,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_3496c74b","small_molecule","group",3,"UNK",NA,7,7,0,2,2,"STR:ib|STR:nrx",TRUE
"group_L0_351930a7","disease_vs_normal","group",5,"UNK",NA,46,46,2,0,2,"MeSH:D015464|STR:lowry_wood_syndrome",TRUE
"group_L0_35520fbe","disease_vs_normal","group",2,"UNK",NA,6,6,2,0,2,"STR:breast_cancer_cells|STR:triple_negative",TRUE
"group_L0_35a50f92","small_molecule","group",2,"UNK",NA,6,6,0,2,2,"STR:asa_24_hrs|STR:vitamin_d_24_hrs",TRUE
"group_L0_36034aef","small_molecule","group",3,"UNK",NA,7,7,0,1,1,"CHEBI:9505",FALSE
"group_L0_36048ecd","small_molecule","group",2,"CHEBI:50756","acridone",3,3,0,1,1,"CHEBI:50924",FALSE
"group_L0_374c8231","disease_vs_normal","group",2,"UNK",NA,10,10,1,0,1,"STR:colon_cancer_cell_line",FALSE
"group_L0_377ce250","disease_vs_normal","group",9,"UNK",NA,156,156,5,0,5,"STR:3|STR:4|STR:gbm|STR:medulloblastoma|STR:multiple_sclerosis",TRUE
"group_L0_37833e5e","disease_vs_normal","group",2,"UNK",NA,36,36,1,0,1,"MeSH:D054218",FALSE
"group_L0_37934a4c","disease_vs_normal","group",2,"UNK",NA,24,24,0,0,0,"",FALSE
"group_L0_37a7cfb6","disease_vs_normal","group",2,"UNK",NA,2,2,1,0,1,"STR:bladder_cancer_tissue",FALSE
"group_L0_37d3cee5","disease_vs_normal","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_37fa91a4","disease_vs_normal","group",2,"UNK",NA,4,4,2,0,2,"STR:intestine_and_colon_tumor_pool_2_n_3_donors|STR:intestine_and_colon_tumor_tissue_biopsy",TRUE
