"cluster_id","ckey","contrast_entity","contrast_direction","contrast_control_key","k","n_total","canonical_name","gia_letto"
"cgroup_L5_2e16719f","HGNC:11766||gain||vehicle_untreated","HGNC:11766","gain","vehicle_untreated",65,1099,"TGFB1",TRUE
"cgroup_L5_c548d053","CHEBI:16412||gain||vehicle_untreated","CHEBI:16412","gain","vehicle_untreated",50,714,"lipopolysaccharide",TRUE
"cgroup_L5_b71a25a2","CHEBI:137113||gain||vehicle_untreated","CHEBI:137113","gain","vehicle_untreated",41,408,"<small>D</small>-cycloserine(1+)",TRUE
"cgroup_L5_d9e23e09","HGNC:11892||gain||vehicle_untreated","HGNC:11892","gain","vehicle_untreated",41,385,"Recombinant Tumor Necrosis Factor-alpha (human)",TRUE
"cgroup_L5_871ae09e","NCBITaxon:2697049||gain||vehicle_untreated","NCBITaxon:2697049","gain","vehicle_untreated",38,3275,"sars-cov2",TRUE
"cgroup_L5_87c40ebb","HGNC:5438||gain||vehicle_untreated","HGNC:5438","gain","vehicle_untreated",35,310,"IFNG",TRUE
"cgroup_L5_930c8dcf","CHEBI:16330||gain||vehicle_untreated","CHEBI:16330","gain","vehicle_untreated",34,276,"4-maleylacetoacetate",TRUE
"cgroup_L5_a32e5eaa","CHEBI:50131||gain||vehicle_untreated","CHEBI:50131","gain","vehicle_untreated",31,392,"2,3,4,5-Tetrachloro-4'-biphenylol",TRUE
"cgroup_L5_8a54ddd6","CHEBI:28748||gain||vehicle_untreated","CHEBI:28748","gain","vehicle_untreated",27,282,"doxorubicin",TRUE
"cgroup_L5_f94b6180","CHEBI:379896||gain||vehicle_untreated","CHEBI:379896","gain","vehicle_untreated",26,387,"dihydrotestosterone",FALSE
"cgroup_L5_b6b8bc00","CHEBI:85993||gain||vehicle_untreated","CHEBI:85993","gain","vehicle_untreated",26,261,"PI(18:0/18:3(6Z,9Z,12Z))",TRUE
"cgroup_L5_905be893","HGNC:5992||gain||vehicle_untreated","HGNC:5992","gain","vehicle_untreated",26,236,"Interleukin-1beta",TRUE
"cgroup_L5_dde29fb4","CHEBI:16240||gain||vehicle_untreated","CHEBI:16240","gain","vehicle_untreated",20,135,"hydrogen peroxide",TRUE
"cgroup_L5_eb5e1e65","CHEBI:41879||gain||vehicle_untreated","CHEBI:41879","gain","vehicle_untreated",20,202,"2<em>H</em>-azirine",TRUE
"cgroup_L5_03b38818","CHEBI:63637||gain||vehicle_untreated","CHEBI:63637","gain","vehicle_untreated",20,784,"sodium aurothiomalate",TRUE
"cgroup_L5_a12414d4","CHEBI:16469||gain||vehicle_untreated","CHEBI:16469","gain","vehicle_untreated",16,259,"6-<em>O</em>-sulfo-α-<small>D</small>-Glc-(1→6)-α-<small>D</small>-Glc-(1→6)-α-<small>D</small>-Glc-(1→3)-1-<em>O</em>-alkyl-2-<em>O</em>-acylglycerol",TRUE
"cgroup_L5_1d96b9da","CHEBI:84491||gain||vehicle_untreated","CHEBI:84491","gain","vehicle_untreated",16,195,"poly(I:C)",TRUE
"cgroup_L5_be15b706","HGNC:5973||gain||vehicle_untreated","HGNC:5973","gain","vehicle_untreated",15,293,"IL5RA",TRUE
"cgroup_L5_601ede7b","CHEBI:90943||gain||vehicle_untreated","CHEBI:90943","gain","vehicle_untreated",14,347,"osimertinib",TRUE
"cgroup_L5_49d55bfd","HGNC:6014||gain||vehicle_untreated","HGNC:6014","gain","vehicle_untreated",14,118,"IL4",TRUE
"cgroup_L5_f34ff8df","CHEBI:4911||gain||vehicle_untreated","CHEBI:4911","gain","vehicle_untreated",13,107,"etoposide",TRUE
"cgroup_L5_2ec87595","CHEBI:6801||gain||vehicle_untreated","CHEBI:6801","gain","vehicle_untreated",12,163,"metformin",TRUE
"cgroup_L5_12228932","HGNC:3229||gain||vehicle_untreated","HGNC:3229","gain","vehicle_untreated",12,141,"SYPL1",TRUE
